timestamp,gyroYaw,gyroPitch,gyroRoll,accelX,accelY,accelZ,isFallen
1688904613583719,0.0,0.000799,0.006125,-0.929268,-0.00958,-9.78126,0
1688904613595690,0.0,0.000799,0.006125,-0.977168,-0.05748,-9.81,0
1688904613607606,0.001598,0.0,0.003462,-0.977168,-0.05748,-9.81,0
1688904613619584,0.001598,0.0,0.003462,-0.890947,-0.03832,-9.656719,0
1688904613631557,0.000799,0.003462,0.002397,-0.890947,-0.03832,-9.656719,0
1688904613643608,0.000799,0.003462,0.002397,-0.929268,-0.0479,-9.7142,0
1688904613655686,0.001598,0.008788,0.002663,-0.929268,-0.0479,-9.7142,0
1688904613667660,0.001598,0.008788,0.002663,-0.402363,-0.162861,-9.369317,0
1688904613679674,0.003995,-0.034621,-0.004794,-0.402363,-0.162861,-9.369317,0
1688904613691675,0.003995,-0.034621,-0.004794,-0.383203,-0.00958,-11.05541,0
1688904613703669,0.032224,-0.145941,-0.029561,-0.383203,-0.00958,-11.05541,0
1688904613715675,0.032224,-0.145941,-0.029561,-1.916016,-0.364043,-11.064991,0
1688904613727667,0.049002,-0.144876,-0.065247,-1.916016,-0.364043,-11.064991,0
1688904613739687,0.049002,-0.144876,-0.065247,-4.004473,-0.661025,-9.627979,0
1688904613751669,0.030626,0.136354,-0.097472,-4.004473,-0.661025,-9.627979,0
1688904613763712,0.030626,0.136354,-0.097472,-2.864444,-0.162861,-9.7142,0
1688904613775697,-0.033822,0.209058,-0.097738,-2.864444,-0.162861,-9.7142,0
1688904613787746,-0.033822,0.209058,-0.097738,0.335303,0.229922,-9.675879,0
1688904613799707,0.040746,0.194144,-0.060986,0.335303,0.229922,-9.675879,0
1688904613811724,0.040746,0.194144,-0.060986,1.647774,0.843047,-10.509346,0
1688904613823699,0.072438,0.208792,-0.071639,1.647774,0.843047,-10.509346,0
1688904613835688,0.072438,0.208792,-0.071639,9.005274,0.526904,-8.210127,0
1688904613847736,-0.081759,-0.682568,-0.008256,9.005274,0.526904,-8.210127,0
1688904613859781,-0.081759,-0.682568,-0.008256,0.210762,0.344883,-8.851993,0
1688904613871763,-0.019441,-0.567253,0.002397,0.210762,0.344883,-8.851993,0
1688904613883800,-0.019441,-0.567253,0.002397,-4.962481,0.450264,-11.496095,0
1688904613895732,-0.055127,-0.758468,0.016245,-4.962481,0.450264,-11.496095,0
1688904613907916,-0.055127,-0.758468,0.016245,-4.761299,-0.067061,-9.75252,0
1688904613919944,0.009055,-0.391218,0.022637,-4.761299,-0.067061,-9.75252,0
1688904613931827,0.009055,-0.391218,0.022637,-3.199746,-0.153281,-8.842413,0
1688904613943789,0.118244,-0.331297,0.048736,-3.199746,-0.153281,-8.842413,0
1688904613955876,0.118244,-0.331297,0.048736,-2.902764,0.134121,-8.50711,0
1688904613967921,0.090015,-0.180296,0.052997,-2.902764,0.134121,-8.50711,0
1688904613979827,0.090015,-0.180296,0.052997,-0.440684,-0.05748,-9.148975,0
1688904613991896,0.045806,-0.257528,-0.003196,-0.440684,-0.05748,-9.148975,0
1688904614003817,0.045806,-0.257528,-0.003196,-2.979404,-0.258662,-10.451866,0
1688904614015806,-0.097738,0.088683,0.006658,-2.979404,-0.258662,-10.451866,0
1688904614027840,-0.097738,0.088683,0.006658,-2.759063,-0.03832,-10.346485,0
1688904614039875,-0.095874,0.140349,0.040746,-2.759063,-0.03832,-10.346485,0
1688904614051891,-0.095874,0.140349,0.040746,-3.180586,0.153281,-11.00751,0
1688904614063898,0.06578,0.173904,0.0,-3.180586,0.153281,-11.00751,0
1688904614075882,0.06578,0.173904,0.0,-0.498164,-0.325723,-8.995694,0
1688904614087903,0.03036,0.275105,-0.000533,-0.498164,-0.325723,-8.995694,0
1688904614099879,0.03036,0.275105,-0.000533,-1.360371,0.03832,-7.558682,0
1688904614111875,-0.078563,0.444482,0.037284,-1.360371,0.03832,-7.558682,0
1688904614123877,-0.078563,0.444482,0.037284,-2.289639,0.00958,-8.277188,0
1688904614135966,-0.07084,0.428503,0.000799,-2.289639,0.00958,-8.277188,0
