timestamp,gyroYaw,gyroPitch,gyroRoll,accelX,accelY,accelZ,isFallen
1688904778163050,0.000799,0.000533,0.000533,1.791475,0.105381,-9.627979,0
1688904778175057,0.000799,0.000533,0.000533,1.848955,0.162861,-9.685459,0
1688904778187092,-0.001332,0.001864,-0.001332,1.848955,0.162861,-9.685459,0
1688904778199147,-0.001332,0.001864,-0.001332,1.858535,0.134121,-9.72378,0
1688904778211094,-0.000533,-0.000266,-0.000799,1.858535,0.134121,-9.72378,0
1688904778223088,-0.000533,-0.000266,-0.000799,1.858535,0.134121,-9.618399,0
1688904778235096,-0.003462,-0.000799,0.002131,1.858535,0.134121,-9.618399,0
1688904778247129,-0.003462,-0.000799,0.002131,1.820215,0.124541,-9.79084,0
1688904778259182,-0.003995,0.002131,-0.000533,1.820215,0.124541,-9.79084,0
1688904778271039,-0.003995,0.002131,-0.000533,1.858535,0.134121,-9.704619,0
1688904778283168,-0.001864,-0.000799,0.000533,1.858535,0.134121,-9.704619,0
1688904778295161,-0.001864,-0.000799,0.000533,1.753154,0.134121,-9.618399,0
1688904778307093,-0.002397,0.0,0.002663,1.753154,0.134121,-9.618399,0
1688904778319298,-0.002397,0.0,0.002663,1.772315,0.086221,-9.77168,0
1688904778331254,-0.003196,0.000799,-0.000266,1.772315,0.086221,-9.77168,0
1688904778343215,-0.003196,0.000799,-0.000266,1.801055,0.143701,-9.627979,0
1688904778355276,0.000799,0.000533,-0.000266,1.801055,0.143701,-9.627979,0
1688904778367339,0.000799,0.000533,-0.000266,1.887275,0.114961,-9.618399,0
1688904778379325,0.001864,0.0,-0.000533,1.887275,0.114961,-9.618399,0
1688904778391345,0.001864,0.0,-0.000533,1.848955,0.143701,-9.398057,0
1688904778403273,0.001598,-0.003728,-0.003462,1.848955,0.143701,-9.398057,0
1688904778415387,0.001598,-0.003728,-0.003462,1.868115,0.105381,-9.963282,0
1688904778427409,-0.002397,-0.002397,0.0,1.868115,0.105381,-9.963282,0
1688904778439365,-0.002397,-0.002397,0.0,1.743574,0.134121,-9.570498,0
1688904778451610,-0.000266,-0.001598,0.0,1.743574,0.134121,-9.570498,0
1688904778463410,-0.000266,-0.001598,0.0,2.011817,0.143701,-9.618399,0
1688904778475462,0.000266,-0.002131,0.001864,2.011817,0.143701,-9.618399,0
