timestamp,gyroYaw,gyroPitch,gyroRoll,accelX,accelY,accelZ,bodyPitch,bodyRoll
1688904614593963,-0.007723,-0.082824,0.033023,0.737666,-0.229922,-9.647140,0.092134,0.007675
1688904614605899,0.002131,-0.084689,0.037284,0.737666,-0.229922,-9.647140,0.089438,0.009840
1688904614617848,0.002131,-0.084689,0.037284,0.574805,-0.258662,-9.992022,0.086281,0.011364
1688904614629909,0.011452,-0.047671,0.042344,0.574805,-0.258662,-9.992022,0.083568,0.012963
1688904614641903,0.011452,-0.047671,0.042344,0.718506,-0.172441,-9.627979,0.080890,0.014627
1688904614653910,0.017843,-0.006125,0.031692,0.718506,-0.172441,-9.627979,0.078679,0.016117
1688904614665987,0.017843,-0.006125,0.031692,0.498164,-0.364043,-9.551338,0.076753,0.018044
1688904614677917,0.012783,0.012517,0.014115,0.498164,-0.364043,-9.551338,0.075039,0.019741
1688904614689812,0.012783,0.012517,0.014115,0.603545,-0.344883,-10.078242,0.073445,0.021575
1688904614702151,0.007191,0.032757,0.001864,0.603545,-0.344883,-10.078242,0.072074,0.023235
1688904614713933,0.007191,0.032757,0.001864,0.680186,-0.325723,-9.580078,0.072191,0.025655
1688904614725941,0.001332,0.072704,-0.004527,0.680186,-0.325723,-9.580078,0.072678,0.027978
1688904614738066,0.001332,0.072704,-0.004527,0.632285,-0.258662,-9.244776,0.071156,0.027923
1688904614750093,-0.013848,0.100401,-0.003728,0.632285,-0.258662,-9.244776,0.069971,0.027909
1688904614762163,-0.013848,0.100401,-0.003728,0.708926,-0.239502,-9.896221,0.072092,0.025630
1688904614774101,-0.010653,0.071639,-0.013316,0.708926,-0.239502,-9.896221,0.072028,0.023246
1688904614786000,-0.010653,0.071639,-0.013316,0.938848,-0.277822,-9.647140,0.075227,0.023597
1688904614798159,-0.005060,0.034621,-0.002397,0.938848,-0.277822,-9.647140,0.077971,0.024119
1688904614810094,-0.005060,0.034621,-0.002397,1.130449,-0.134121,-9.790840,0.080693,0.023438
1688904614821972,-0.011718,0.037018,0.013316,1.130449,-0.134121,-9.790840,0.083444,0.022934
1688904614834242,-0.011718,0.037018,0.013316,0.919688,-0.095801,-9.781260,0.085376,0.021192
1688904614846071,-0.014115,0.026898,-0.002131,0.919688,-0.095801,-9.781260,0.087126,0.019215
1688904614858038,-0.014115,0.026898,-0.002131,1.053809,-0.172441,-9.647140,0.089838,0.019028
1688904614870257,-0.011185,-0.001065,-0.007989,1.053809,-0.172441,-9.647140,0.092214,0.018774
1688904614882216,-0.011185,-0.001065,-0.007989,0.833467,-0.172441,-9.541759,0.089836,0.018339
1688904614894354,0.005060,0.085221,0.020773,0.833467,-0.172441,-9.541759,0.088479,0.018361
1688904614906397,0.005060,0.085221,0.020773,-0.919688,-0.162861,-10.997931,0.087110,0.018567
1688904614918304,-0.146740,0.436492,0.005060,-0.919688,-0.162861,-10.997931,0.089990,0.018427
1688904614930321,-0.146740,0.436492,0.005060,-2.040557,-0.086221,-8.851993,0.092870,0.018270
1688904614942434,-0.114782,0.141148,-0.043676,-2.040557,-0.086221,-8.851993,0.092200,0.017558
1688904614954401,-0.114782,0.141148,-0.043676,1.025068,-0.047900,-9.024434,0.095985,0.015696
1688904614966273,0.046339,-0.117179,-0.010653,1.025068,-0.047900,-9.024434,0.096620,0.014379
1688904614978547,0.046339,-0.117179,-0.010653,1.580713,-0.210762,-10.020762,0.097580,0.014565
1688904614990448,0.103597,-0.048203,0.042877,1.580713,-0.210762,-10.020762,0.099357,0.015461
1688904615002606,0.103597,-0.048203,0.042877,1.015488,-0.086221,-10.384805,0.098148,0.013768
1688904615014583,-0.023702,0.222108,0.055127,1.015488,-0.086221,-10.384805,0.100522,0.012011
1688904615026519,-0.023702,0.222108,0.055127,0.277822,-0.249082,-9.263936,0.100853,0.013143
1688904615038600,-0.004261,0.309992,0.009854,0.277822,-0.249082,-9.263936,0.102228,0.013718
1688904615050494,-0.004261,0.309992,0.009854,0.526904,0.047900,-9.819580,0.103718,0.012979
1688904615062725,0.022371,0.165649,0.016512,0.526904,0.047900,-9.819580,0.103453,0.012403
1688904615074556,0.022371,0.165649,0.016512,1.446592,0.258662,-9.618399,0.107263,0.011075
1688904615086485,0.004527,0.062318,0.021838,1.446592,0.258662,-9.618399,0.109795,0.009740
1688904615098647,0.004527,0.062318,0.021838,1.542393,-0.124541,-8.899893,0.112923,0.010172
1688904615110613,-0.073237,0.159790,0.024767,1.542393,-0.124541,-8.899893,0.117228,0.010524
1688904615122593,-0.073237,0.159790,0.024767,0.565225,0.450264,-9.503438,0.117465,0.009016
1688904615134708,-0.049268,0.201069,0.012251,0.565225,0.450264,-9.503438,0.118168,0.007419
1688904615146611,-0.049268,0.201069,0.012251,0.977168,-0.009580,-9.656719,0.118348,0.006666
1688904615158588,0.098271,0.162985,-0.034355,0.977168,-0.009580,-9.656719,0.118027,0.005658
1688904615170772,0.098271,0.162985,-0.034355,2.308799,-0.603545,-9.436378,0.122138,0.006404
1688904615182639,0.079629,0.093743,0.003196,2.308799,-0.603545,-9.436378,0.125409,0.007595
1688904615194823,0.079629,0.093743,0.003196,1.245410,-1.743574,-9.398057,0.126609,0.010173
1688904615206749,-0.059122,0.113717,0.139816,1.245410,-1.743574,-9.398057,0.128049,0.014180
1688904615218636,-0.059122,0.113717,0.139816,-0.028740,-0.076641,-9.695040,0.127047,0.015655
1688904615230827,0.255397,-0.030626,0.115848,-0.028740,-0.076641,-9.695040,0.124252,0.017288
1688904615242733,0.255397,-0.030626,0.115848,-0.814307,-1.762734,-11.199112,0.121880,0.020455
1688904615254678,0.521447,-0.254598,-0.143811,-0.814307,-1.762734,-11.199112,0.116742,0.020859
1688904615266841,0.521447,-0.254598,-0.143811,-0.364043,0.450264,-9.618399,0.111380,0.018878
1688904615278834,0.117712,-0.478836,-0.250337,-0.364043,0.450264,-9.618399,0.103428,0.015045
1688904615290721,0.117712,-0.478836,-0.250337,0.402363,0.316143,-9.407638,0.095798,0.010672
1688904615302820,-0.648213,-0.440487,-0.361391,0.402363,0.316143,-9.407638,0.088732,0.004072
1688904615314812,-0.648213,-0.440487,-0.361391,3.448828,-0.958008,-7.711963,0.085728,-0.000179
1688904615326783,-0.311057,0.301736,-0.068976,3.448828,-0.958008,-7.711963,0.091608,-0.000555
1688904615338841,-0.311057,0.301736,-0.068976,-2.893184,2.960244,-8.861572,0.093353,-0.003231
1688904615350740,0.013316,0.473776,0.287888,-2.893184,2.960244,-8.861572,0.097162,-0.001254
1688904615362802,0.013316,0.473776,0.287888,4.655918,1.925596,-9.810000,0.104968,0.001108
1688904615374895,-0.192014,0.700944,0.284692,4.655918,1.925596,-9.810000,0.115489,0.003133
1688904615386922,-0.192014,0.700944,0.284692,0.958008,-1.417852,-11.208692,0.123339,0.008625
1688904615398896,-0.241815,1.206146,0.028762,0.958008,-1.417852,-11.208692,0.137099,0.010910
1688904615410850,-0.241815,1.206146,0.028762,2.251318,-2.931504,-10.614727,0.152241,0.013193
1688904615422864,0.271110,1.381648,0.066579,2.251318,-2.931504,-10.614727,0.169280,0.016933
1688904615434975,0.271110,1.381648,0.066579,0.785566,-0.977168,-9.896221,0.184029,0.019991
1688904615446927,0.456732,0.757137,0.010120,0.785566,-0.977168,-9.896221,0.191092,0.022639
1688904615458804,0.456732,0.757137,0.010120,3.487149,-0.210762,-9.723780,0.202404,0.023881
1688904615471058,0.091879,0.402670,-0.214118,3.487149,-0.210762,-9.723780,0.209561,0.021529
1688904615482965,0.091879,0.402670,-0.214118,2.787803,0.469424,-9.321417,0.216181,0.017647
1688904615495048,0.022903,0.260990,-0.347543,2.787803,0.469424,-9.321417,0.221095,0.011947
1688904615507025,0.022903,0.260990,-0.347543,1.676514,-0.814307,-8.746612,0.223333,0.010125
1688904615518919,-0.122239,-0.020506,-0.144077,1.676514,-0.814307,-8.746612,0.222177,0.010326
1688904615531100,-0.122239,-0.020506,-0.144077,1.916016,0.843047,-8.823253,0.221754,0.005814
1688904615542963,-0.317715,-0.239685,0.053263,1.916016,0.843047,-8.823253,0.218706,0.003146
1688904615554951,-0.317715,-0.239685,0.053263,2.950664,0.622705,-10.279425,0.217511,0.001213
1688904615567072,-0.072172,-0.101999,0.005326,2.950664,0.622705,-10.279425,0.217999,-0.000595
1688904615579026,-0.072172,-0.101999,0.005326,2.931504,0.411943,-8.746612,0.218945,-0.001655
1688904615591058,0.041013,0.071373,-0.044741,2.931504,0.411943,-8.746612,0.221977,-0.003004
1688904615603160,0.041013,0.071373,-0.044741,1.973496,-0.182021,-9.350157,0.221558,-0.001368
1688904615615088,0.023968,-0.036219,0.001864,1.973496,-0.182021,-9.350157,0.219804,0.000753
1688904615627028,0.023968,-0.036219,0.001864,3.103945,0.632285,-10.997931,0.221035,-0.000892
1688904615639297,0.041812,-0.124370,0.043676,3.103945,0.632285,-10.997931,0.221213,-0.001981
1688904615651192,0.041812,-0.124370,0.043676,3.343447,-0.172441,-8.468789,0.222046,-0.001022
1688904615663099,0.030626,-0.078563,0.078563,3.343447,-0.172441,-8.468789,0.223430,0.000313
1688904615675285,0.030626,-0.078563,0.078563,1.398691,-0.076641,-8.823253,0.220160,0.001636
1688904615687253,-0.024501,-0.157659,0.103863,1.398691,-0.076641,-8.823253,0.215937,0.003081
1688904615699408,-0.024501,-0.157659,0.103863,2.701582,0.402363,-10.700948,0.215527,0.002355
1688904615711284,0.051133,-0.380033,0.062851,2.701582,0.402363,-10.700948,0.212475,0.001359
1688904615723305,0.051133,-0.380033,0.062851,2.969824,-0.076641,-9.398057,0.210257,0.002409
1688904615735330,0.033290,-0.496413,0.002929,2.969824,-0.076641,-9.398057,0.206646,0.002663
1688904615747257,0.033290,-0.496413,0.002929,2.672842,-0.134121,-9.436378,0.203012,0.003157
1688904615759255,0.007723,-0.476972,0.038882,2.672842,-0.134121,-9.436378,0.199618,0.003985
1688904615771522,0.007723,-0.476972,0.038882,1.772315,0.689766,-10.241104,0.193002,0.002203
1688904615783252,0.003728,-0.489489,0.070041,1.772315,0.689766,-10.241104,0.186407,0.000724
1688904615795529,0.003728,-0.489489,0.070041,1.398691,0.354463,-9.647140,0.178742,-0.000019
1688904615807367,0.019441,-0.519849,0.028762,1.398691,0.354463,-9.647140,0.170857,-0.001380
1688904615819355,0.019441,-0.519849,0.028762,1.772315,0.086221,-10.317744,0.164360,-0.003412
1688904615831550,0.019441,-0.486027,0.124902,1.772315,0.086221,-10.317744,0.160346,-0.003432
1688904615843471,0.019441,-0.486027,0.124902,1.916016,-0.047900,-9.359736,0.156839,-0.001419
1688904615855347,-0.052198,-0.375239,0.186155,1.916016,-0.047900,-9.359736,0.154685,0.001054
1688904615867540,-0.052198,-0.375239,0.186155,0.651445,-0.526904,-10.116563,0.148111,0.004373
1688904615879506,0.073503,-0.266316,0.107858,0.651445,-0.526904,-10.116563,0.142839,0.006983
1688904615891469,0.073503,-0.266316,0.107858,1.379531,-1.465752,-9.388477,0.139682,0.010823
1688904615903627,0.058590,-0.267381,0.055127,1.379531,-1.465752,-9.388477,0.136565,0.013997
1688904615915474,0.058590,-0.267381,0.055127,0.373623,-1.753154,-10.432706,0.132032,0.016768
1688904615927689,-0.121440,-0.308394,0.101200,0.373623,-1.753154,-10.432706,0.127069,0.019821
1688904615939584,-0.121440,-0.308394,0.101200,1.005908,-1.590293,-10.193204,0.122897,0.023207
1688904615951433,-0.117445,-0.367783,0.097205,1.005908,-1.590293,-10.193204,0.118074,0.026565
1688904615963628,-0.117445,-0.367783,0.097205,0.689766,-0.689766,-9.196876,0.112099,0.029348
1688904615975509,0.064448,-0.406398,-0.100401,0.689766,-0.689766,-9.196876,0.105678,0.030074
1688904615987534,0.064448,-0.406398,-0.100401,0.804727,-0.546064,-10.059082,0.099024,0.030573
1688904615999649,0.177633,-0.378435,-0.163252,0.804727,-0.546064,-10.059082,0.092901,0.030670
1688904616011601,0.177633,-0.378435,-0.163252,0.220342,0.028740,-9.723780,0.086145,0.027854
1688904616023658,0.040480,-0.233826,-0.105727,0.220342,0.028740,-9.723780,0.081176,0.025572
1688904616035730,0.040480,-0.233826,-0.105727,0.498164,0.574805,-9.829161,0.077543,0.022076
1688904616047663,-0.057524,-0.077232,-0.042344,0.498164,0.574805,-9.829161,0.075873,0.019231
1688904616059633,-0.057524,-0.077232,-0.042344,0.526904,0.277822,-9.369317,0.074063,0.016440
1688904616071898,0.023436,-0.008256,-0.042611,0.526904,0.277822,-9.369317,0.073093,0.013707
1688904616083761,0.023436,-0.008256,-0.042611,1.628613,0.019160,-9.005274,0.075358,0.012866
1688904616095888,0.034088,0.084689,0.031159,1.628613,0.019160,-9.005274,0.078739,0.012934
1688904616107797,0.034088,0.084689,0.031159,3.046465,0.708926,-10.154883,0.081991,0.012498
1688904616119768,0.013848,0.113717,0.140881,3.046465,0.708926,-10.154883,0.085592,0.013352
1688904616131877,0.013848,0.113717,0.140881,1.494492,-0.124541,-8.890313,0.089345,0.015078
1688904616143775,-0.010120,0.358994,0.180829,1.494492,-0.124541,-8.890313,0.096044,0.017211
1688904616155693,-0.010120,0.358994,0.180829,-0.488584,-0.383203,-8.440049,0.098002,0.019810
1688904616167871,0.049002,0.068443,0.192813,-0.488584,-0.383203,-8.440049,0.096453,0.022572
1688904616179810,0.049002,0.068443,0.192813,1.245410,-1.695674,-10.039923,0.097691,0.027315
1688904616191735,0.257261,-0.049002,0.137952,1.245410,-1.695674,-10.039923,0.097437,0.031642
1688904616204025,0.257261,-0.049002,0.137952,1.580713,-1.906436,-9.014853,0.097684,0.035811
1688904616215936,0.107325,0.086819,0.089216,1.580713,-1.906436,-9.014853,0.099631,0.039218
1688904616228026,0.107325,0.086819,0.089216,0.852627,-1.427432,-9.848321,0.100308,0.042813
1688904616239959,-0.096673,0.284159,-0.003728,0.852627,-1.427432,-9.848321,0.103427,0.045053
1688904616251839,-0.096673,0.284159,-0.003728,0.153281,-0.929268,-9.829161,0.104798,0.046081
1688904616264041,-0.043143,0.271642,-0.189351,0.153281,-0.929268,-9.829161,0.105972,0.044915
1688904616275855,-0.043143,0.271642,-0.189351,0.967588,-0.431104,-10.049502,0.106913,0.042128
1688904616287810,0.077498,0.164317,-0.186421,0.967588,-0.431104,-10.049502,0.106463,0.040160
1688904616299990,0.077498,0.164317,-0.186421,1.398691,0.488584,-9.675879,0.109321,0.035804
1688904616311935,0.032491,0.195476,-0.080161,1.398691,0.488584,-9.675879,0.112551,0.032655
1688904616323931,0.032491,0.195476,-0.080161,1.398691,0.364043,-9.618399,0.115885,0.029551
1688904616336025,-0.102532,0.334759,-0.036219,1.398691,0.364043,-9.618399,0.120883,0.026764
1688904616347912,-0.102532,0.334759,-0.036219,1.542393,0.479004,-9.532178,0.126041,0.024047
1688904616359947,-0.222108,0.425307,0.026365,1.542393,0.479004,-9.532178,0.132226,0.021844
1688904616372055,-0.222108,0.425307,0.026365,1.245410,-0.182021,-9.953702,0.135219,0.020823
1688904616383964,-0.182160,0.445014,0.022104,1.245410,-0.182021,-9.953702,0.138288,0.020256
1688904616396197,-0.182160,0.445014,0.022104,1.762734,-0.392783,-10.748848,0.145655,0.021556
1688904616408080,-0.094010,0.350206,0.014647,1.762734,-0.392783,-10.748848,0.151669,0.023167
1688904616420045,-0.094010,0.350206,0.014647,2.414180,-1.542393,-8.765772,0.157375,0.025078
1688904616432117,0.008522,0.317981,-0.031692,2.414180,-1.542393,-8.765772,0.162629,0.026653
1688904616444225,0.008522,0.317981,-0.031692,2.040557,-0.306563,-9.666299,0.168794,0.026567
1688904616456007,-0.018109,0.332363,-0.051133,2.040557,-0.306563,-9.666299,0.175132,0.026240
1688904616468261,-0.018109,0.332363,-0.051133,1.801055,0.076641,-9.924961,0.179443,0.023189
1688904616480160,-0.006658,0.333694,-0.124636,1.801055,0.076641,-9.924961,0.183459,0.019254
1688904616492156,-0.006658,0.333694,-0.124636,1.360371,0.574805,-8.200547,0.186964,0.015373
1688904616504252,0.076965,0.259658,-0.109456,1.360371,0.574805,-8.200547,0.189452,0.011886
1688904616516280,0.076965,0.259658,-0.109456,2.404600,0.364043,-9.627979,0.194351,0.009167
1688904616528363,0.057524,0.196275,0.007989,2.404600,0.364043,-9.627979,0.198464,0.007779
1688904616540237,0.057524,0.196275,0.007989,2.174678,0.296982,-9.771680,0.201969,0.005882
1688904616552237,-0.097472,0.188818,0.071373,2.174678,0.296982,-9.771680,0.205278,0.004299
1688904616564338,-0.097472,0.188818,0.071373,2.375859,-0.287402,-9.666299,0.209495,0.006287
1688904616576229,-0.116913,0.138751,0.053263,2.375859,-0.287402,-9.666299,0.213085,0.008046
1688904616588177,-0.116913,0.138751,0.053263,2.366279,-0.526904,-9.541759,0.216065,0.010424
1688904616600429,0.050334,0.084955,0.033290,2.366279,-0.526904,-9.541759,0.218331,0.013034
1688904616612383,0.050334,0.084955,0.033290,2.538721,-0.526904,-9.532178,0.221036,0.015267
1688904616624362,0.083091,0.045274,-0.009055,2.538721,-0.526904,-9.532178,0.223245,0.017092
1688904616636450,0.083091,0.045274,-0.009055,2.452500,-0.622705,-9.733359,0.224860,0.019387
1688904616648309,-0.015446,0.007457,-0.018642,2.452500,-0.622705,-9.733359,0.226024,0.021306
1688904616660298,-0.015446,0.007457,-0.018642,2.299219,-0.459844,-9.627979,0.226844,0.023377
1688904616672554,-0.049002,-0.040480,-0.005326,2.299219,-0.459844,-9.627979,0.227084,0.025517
1688904616684422,-0.049002,-0.040480,-0.005326,2.145938,-0.086221,-9.580078,0.225696,0.023055
1688904616696615,-0.004794,-0.055127,-0.022104,2.145938,-0.086221,-9.580078,0.224171,0.020489
1688904616708582,-0.004794,-0.055127,-0.022104,1.781895,0.047900,-9.695040,0.221485,0.018981
1688904616720326,0.002397,-0.024767,-0.032491,1.781895,0.047900,-9.695040,0.219162,0.017366
1688904616732727,0.002397,-0.024767,-0.032491,1.714834,0.000000,-9.656719,0.216679,0.016099
1688904616744488,-0.009587,-0.014914,0.008788,1.714834,0.000000,-9.656719,0.214309,0.015309
1688904616756540,-0.009587,-0.014914,0.008788,1.599873,-0.028740,-9.627979,0.211851,0.014817
1688904616768672,-0.006392,-0.008522,0.035154,1.599873,-0.028740,-9.627979,0.209468,0.014645
1688904616780613,-0.006392,-0.008522,0.035154,1.944756,-0.172441,-9.771680,0.207071,0.015579
1688904616792599,0.011718,-0.000266,0.025034,1.944756,-0.172441,-9.771680,0.204752,0.016359
1688904616804634,0.011718,-0.000266,0.025034,2.184258,-0.431104,-9.666299,0.206017,0.018747
1688904616816608,0.020240,0.039148,0.022903,2.184258,-0.431104,-9.666299,0.207762,0.021126
1688904616828651,0.020240,0.039148,0.022903,2.059717,-0.546064,-9.637559,0.208403,0.023899
1688904616840658,0.002663,0.050866,0.016245,2.059717,-0.546064,-9.637559,0.209156,0.026551
1688904616852523,0.002663,0.050866,0.016245,2.088457,-0.565225,-9.771680,0.209856,0.029207
1688904616864701,-0.010919,0.022637,-0.005326,2.088457,-0.565225,-9.771680,0.210169,0.031569
1688904616876681,-0.010919,0.022637,-0.005326,2.155518,-0.440684,-9.666299,0.211755,0.033505
1688904616888541,-0.005859,0.000000,-0.013316,2.155518,-0.440684,-9.666299,0.213028,0.035385
1688904616900885,-0.005859,0.000000,-0.013316,2.145938,-0.306563,-9.627979,0.215093,0.034022
1688904616912801,-0.018109,0.009321,-0.022637,2.145938,-0.306563,-9.627979,0.217308,0.032584
